-1;0,01041666
-0,975308642;0,052083479
-0,950617284;0,04999849
-0,925925926;0,072926302
-0,901234568;0,022874981
-0,87654321;0,045958621
-0,851851852;0,037255281
-0,827160494;0,081427737
-0,802469136;0,040309416
-0,777777778;0,058988566
-0,75308642;0,033845615
-0,728395062;0,034523826
-0,703703704;0,054614689
-0,679012346;0,026904269
-0,654320988;0,045232516
-0,62962963;0,085407886
-0,604938272;0,073777161
-0,580246914;0,062362331
-0,555555556;0,091422909
-0,530864198;0,120343677
-0,50617284;0,130323383
-0,481481481;0,155007413
-0,456790123;0,182515042
-0,432098765;0,207645427
-0,407407407;0,184989379
-0,382716049;0,229004393
-0,358024691;0,140111086
-0,333333333;0,237566297
-0,308641975;0,24517277
-0,283950617;0,260122707
-0,259259259;0,173983529
-0,234567901;0,194390512
-0,209876543;0,270450842
-0,185185185;0,180336776
-0,160493827;0,273792808
-0,135802469;0,263777282
-0,111111111;0,235455817
-0,086419753;0,25438037
-0,061728395;0,652881192
-0,037037037;0,68893608
-0,012345679;0,612995026
0,012345679;0,993019245
0,037037037;0,738728477
0,061728395;0,846359559
0,086419753;0,925308084
0,111111111;0,938991083
0,135802469;0,726786692
0,160493827;0,632838423
0,185185185;0,408164026
0,209876543;0,118461367
0,234567901;0,177717019
0,259259259;0,481036916
0,283950617;0,224487494
0,308641975;0,184726844
0,333333333;-0,041967345
0,358024691;0,034865834
0,382716049;0,149961672
0,407407407;0,092279839
0,432098765;-0,00719092
0,456790123;0,048548056
0,481481481;0,127127567
0,50617284;0,07168094
0,530864198;-0,011196774
0,555555556;0,091935621
0,580246914;0,158188383
0,604938272;0,066501323
0,62962963;0,058964188
0,654320988;0,164772238
0,679012346;0,117154749
0,703703704;0,136065448
0,728395062;0,207543921
0,75308642;0,02791429
0,777777778;0,299908243
0,802469136;0,279720879
0,827160494;0,310207724
0,851851852;0,40575533
0,87654321;0,546481257
0,901234568;0,166539299
0,925925926;0,368769045
0,950617284;0,437497946
0,975308642;0,304166811
1;0,431249995
